,x
820,19.849292896593425
821,19.209822623996498
822,19.374530320444943
823,18.15181590303212
824,18.422993468599923
825,18.87853588087314
826,18.88526048031171
827,18.74188998203349
828,18.228055002625673
829,18.8988656392151
830,20.237395638640418
831,18.838929717113864
832,18.308660522655668
833,19.822690270834894
834,19.868339917944258
835,19.360769406147732
836,19.775058591614048
837,18.397606491243344
838,17.9596935039945
839,18.78544271618548
840,18.864406204751408
841,19.396695122282214
842,18.88953905609174
843,18.50463533943907
844,18.986053013646295
845,17.757899609191103
846,18.69091741424497
847,18.195682988330958
848,18.3553387668204
849,18.23431463352581
850,16.976438601806024
851,16.975500820781402
852,16.62389363742532
853,16.24316696512061
854,16.0758982891861
855,14.999960613773029
856,17.330362443232595
857,17.75992833150806
858,16.213969803492315
859,15.95922264520135
860,16.825972051397574
861,14.964191758520185
862,16.280232489233345
863,16.322320326856893
864,15.190852862009748
865,16.13757680168629
866,16.18642751757105
867,14.314535820768903
868,15.684617158346956
869,15.136420332531683
870,14.054744436976128
871,14.04512171799325
872,14.97983108272166
873,13.390611605223597
874,13.128831700975379
875,12.407684694834145
876,13.967059727196851
877,12.180664664510687
878,10.992142967080365
879,12.526365705649294
880,11.416965751309586
881,11.562268945215349
882,11.050208888437446
883,12.189507908177728
884,10.905473726481938
885,9.990340931355131
886,10.72016253383772
887,8.684469211825622
888,8.23676879824437
889,7.673665599017873
890,8.452516837439346
891,6.936834858872566
892,7.157867763908012
893,7.766632818658767
894,6.913194786323059
895,5.906814137592451
896,5.246319307216073
897,4.3935931587346335
898,5.028936798589601
899,4.699683888021973
900,4.217764849690763
901,5.725546292057118
902,2.498798447697463
903,4.902502894506386
904,3.4516502223173355
905,2.3427946438361955
906,2.43453961503742
907,1.4016971236630171
908,3.2347412509588054
909,2.1632486439073864
910,0.1065587785610802
911,0.6042933117209599
912,-0.6817473177627549
913,0.4541378020330459
914,0.5184616638992876
915,-0.7849498588047243
916,-2.275085586021022
917,-1.2475976904348207
918,-1.9295594328938634
919,-1.686893160351131
920,-2.1103163182026243
921,-3.0423104806150487
922,-2.6121861674897637
923,-3.6886008279302334
924,-2.477274015689689
925,-3.003024488670241
926,-3.5191470284299964
927,-3.3819806060149484
928,-4.164665282628647
929,-5.635471965873416
930,-5.691539052256818
931,-5.32227782251746
932,-5.970603050133984
933,-6.456083078492764
934,-6.76264421191611
935,-6.7326666874294965
936,-6.271197941421122
937,-7.7534170948127485
938,-7.696027237403949
939,-7.9275564291878515
940,-8.16404772132831
941,-6.835684720776977
942,-8.426223233557831
943,-8.902736745222047
944,-8.784803153217497
945,-9.333800566238093
946,-9.44265675208529
947,-10.08676855075793
948,-8.73374840639865
949,-11.688346023474617
950,-9.047685585630996
951,-9.718682181987052
952,-8.524156634446769
953,-9.955082086568979
954,-10.099491362898013
955,-10.934006361176102
956,-11.237799628323959
957,-12.166437268444945
958,-11.754728794137733
959,-13.302807793512311
960,-12.555356367259343
961,-11.665501575553055
962,-11.66622684318885
963,-12.803035104510435
964,-12.307375122845645
965,-12.036247969066116
966,-12.580624413655043
967,-13.334392089907261
968,-13.700962529001126
969,-13.229823009414075
970,-13.516320579857268
971,-14.296786482357206
972,-14.28253965849744
973,-13.822909251477064
974,-14.959036561244845
975,-13.980682089000876
976,-15.317456835236346
977,-15.076501855982253
978,-15.105923276262217
979,-14.912151725697537
980,-16.450114686524188
981,-15.801599124103737
982,-16.669490726348958
983,-16.19699377365979
984,-15.335999544282965
985,-16.10917623385227
986,-14.803474651633547
987,-16.271291179314836
988,-15.861749890300462
989,-15.889414100082739
990,-16.062157623735782
991,-15.808441394254217
992,-14.550024528992127
993,-15.54480706401175
994,-14.49149661262467
995,-15.848992317217348
996,-17.79614440878815
997,-16.489349859688538
998,-16.10929636144557
999,-16.109135355662044
1000,-17.114793972923135
1001,-15.700799738824395
1002,-15.82159722135608
1003,-17.000263768232973
1004,-17.128989414791903
1005,-16.971072769476567
1006,-16.18381435126859
1007,-16.387375672858642
1008,-16.105554296831894
1009,-16.162059669205597
1010,-16.480203899099614
1011,-16.544180502818396
1012,-15.718268197657792
1013,-16.17392638104312
1014,-16.37208124878315
1015,-14.549485982324208
1016,-16.025728328367453
1017,-15.803218554985376
1018,-16.01676545359705
1019,-16.904581238832897
1020,-15.285048946688413
1021,-16.03890000647069
1022,-15.752723736037247
1023,-14.771852691020122
1024,-16.45768706961655
1025,-15.04604062056068
1026,-15.372492090521934
1027,-16.43356452792026
1028,-15.435172059853766
1029,-14.768357549946757
1030,-15.967509455658043
1031,-14.620072685175105
1032,-15.538421194615673
1033,-15.159221011505311
1034,-14.355871163375829
1035,-14.481247417279839
1036,-14.278509429896014
1037,-13.865278721482815
1038,-14.720507313039619
1039,-13.588203747167855
1040,-15.638530448124985
1041,-14.109750718827646
1042,-14.108333016358454
1043,-14.41570594831896
1044,-13.237674899898263
1045,-14.410798545980002
1046,-12.685075161378577
1047,-13.33537637489164
1048,-13.229001471387827
1049,-13.407080750271465
1050,-12.406267289820772
1051,-12.638649272280716
1052,-14.102246735742032
1053,-11.936986428884392
1054,-12.88285227623997
1055,-12.658418322753656
1056,-12.184283103929758
1057,-12.576111026859891
1058,-10.867465993974253
1059,-12.840835861493312
1060,-11.287951581333084
1061,-10.892674861834271
1062,-10.521401152542433
1063,-9.37234848008724
1064,-11.083771789852143
1065,-9.984249633249593
1066,-10.189267226260343
1067,-9.963885750976377
1068,-10.443740816556806
1069,-9.01643697520275
1070,-8.959617439329234
1071,-8.499978276669365
1072,-9.708080995039545
1073,-9.8705702018057
1074,-8.92619760493051
1075,-9.051886107386276
1076,-8.494079762717561
1077,-8.731405696971104
1078,-7.345153089872966
1079,-8.613383500418523
1080,-6.990068220491388
1081,-6.190523087490038
1082,-7.101662498167529
1083,-7.231550252574953
1084,-5.321430053186077
1085,-6.558402812454318
1086,-4.800771888027222
1087,-4.766622984413674
1088,-4.997737064579177
1089,-5.357917710403399
1090,-4.6311542953684794
1091,-5.670509255144757
1092,-4.963503879891289
1093,-4.774858014108037
1094,-5.291335396113411
1095,-2.507127595432696
1096,-2.9517215973963005
1097,-2.8785281418060493
1098,-3.4703580995595047
1099,-2.0205178866256714
1100,-2.0514629784188476
1101,-2.436075809534783
1102,-0.6692866254281715
1103,-2.1760398507066117
