,y
1012,0.160691589414966
1013,0.7444153199557824
1014,1.4141300003333332
1015,1.5470244377142854
1016,1.1853017444863945
1017,1.545066390435374
1018,1.9708279436870748
1019,1.9912754699659865
1020,3.067426143877551
1021,3.980433757860544
1022,3.7785916241224498
1023,3.6363638142482997
1024,4.5340131493707485
1025,5.454181466921769
1026,5.08098995417347
1027,5.881050777057823
1028,5.8673927519591835
1029,5.821732862431973
1030,6.646773810615646
1031,6.943586500044217
1032,7.247416995363945
1033,7.558694347700681
1034,7.704438118704081
1035,7.692714778897959
1036,7.533597385806122
1037,7.151882150479592
1038,7.203258629421769
1039,7.614936370411565
1040,8.26747574407483
1041,8.504943866897959
1042,8.40069170905442
1043,9.079767851180272
1044,8.54081364020068
1045,9.486358026632653
1046,9.684016459401361
1047,9.665047244360544
1048,10.536500720622449
1049,10.768233709727891
1050,10.323703478517007
1051,10.173442794489796
1052,10.444117193795918
1053,11.202353578367347
1054,11.48928920877551
1055,11.707763912755102
1056,10.726612975221089
1057,10.31198454387415
1058,10.9251367357483
1059,11.203796346190476
1060,11.48379992802721
1061,12.378509041258503
1062,13.043812430544218
1063,12.24786488435374
1064,11.46367449782313
1065,11.838816183469389
1066,13.092487111734693
1067,12.95216431914966
1068,12.692070648163266
1069,12.113267095
1070,11.857122502108842
1071,11.801238101190476
1072,11.516780003469387
1073,11.426171370884354
1074,11.849441270510203
1075,12.207144049659865
1076,12.034671380238095
1077,12.08491467387755
1078,12.676714345544218
1079,11.931456539795919
1080,11.537187702482994
1081,11.595707440544217
1082,11.885065811156462
1083,12.027429988435374
1084,11.597704899625851
1085,11.822296661122449
1086,11.623415693231292
1087,11.893202531836735
1088,11.729207148571428
1089,11.144912933673469
1090,10.68489291452381
1091,10.145630404836734
1092,10.743952551659863
1093,11.170465620068027
1094,10.481525742040816
1095,10.233141521785713
1096,10.11356491629932
1097,10.080472793462585
1098,10.071665517547618
1099,10.01343708160204
1100,9.322009624221087
1101,9.1126066512483
1102,9.114456616193877
1103,9.515142260122449
