time,linear_x,linear_y,angular_z,cov_linear_x,cov_linear_y,cov_angular_z,,time,,real_time
1.62766E+18,1.08731174,0,0.069944302,0.042351241,-0.001387292,0.001486433,,76948.19925,,1627660348199250000
1.62766E+18,0.516684124,0,0.00019409,0.044609732,-0.001488929,0.001563591,,76948.19926,,1627660348199260000
1.62766E+18,0.607207623,0,0.004508334,0.046854494,-0.00159087,0.001641634,,76948.24326,,1627660348243260000
1.62766E+18,0.385519327,0,-0.001925955,0.049123545,-0.001695609,0.001719937,,76948.24328,,1627660348243280000
1.62766E+18,1.083631143,0,0.03133687,0.051393832,-0.001802491,0.001798896,,76948.25521,,1627660348255210000
1.62766E+18,0.521550821,0,-0.022533543,0.053678018,-0.001911844,0.001878279,,76948.27359,,1627660348273590000
1.62766E+18,0.679661272,0,-0.019595405,0.05596865,-0.002022942,0.001956924,,76948.31933,,1627660348319330000
1.62766E+18,1.249594278,0,-0.09407636,0.058231267,-0.002133525,0.002036337,,76948.31936,,1627660348319360000
1.62766E+18,0.743816115,0,-0.019308456,0.0605159,-0.002246372,0.002115343,,76948.36319,,1627660348363190000
1.62766E+18,0.824104132,0,-0.036916518,0.062782208,-0.002360305,0.002194788,,76948.3632,,1627660348363200000
1.62766E+18,0.89239933,0,-0.010077786,0.065057171,-0.002475979,0.002273894,,76948.41119,,1627660348411190000
1.62766E+18,0.916158303,0,0.033309332,0.067316473,-0.002592582,0.002353004,,76948.41121,,1627660348411210000
1.62766E+18,0.917327904,0,-0.034868773,0.069571459,-0.002710292,0.002432108,,76948.45929,,1627660348459290000
1.62766E+18,0.661193649,0,-0.038986097,0.071821949,-0.002829199,0.00251105,,76948.4593,,1627660348459300000
1.62766E+18,1.084864007,0,-0.148140451,0.07406284,-0.002949169,0.002590067,,76948.45931,,1627660348459310000
1.62766E+18,1.086038813,0,-0.033615058,0.076301482,-0.003069898,0.002667839,,76948.50325,,1627660348503250000
1.62766E+18,0.825157108,0,0.016100828,0.078498486,-0.003190352,0.002745731,,76948.50327,,1627660348503270000
1.62766E+18,0.571653364,0,-0.038908119,0.08069636,-0.003309207,0.002823523,,76948.51209,,1627660348512090000
1.62766E+18,0.920054744,0,-0.09315749,0.082894251,-0.003428846,0.002900388,,76948.5339,,1627660348533900000
1.62766E+18,1.00574299,0,-0.012584151,0.085060568,-0.003548288,0.002977179,,76948.57521,,1627660348575210000
1.62766E+18,0.516183582,0,-0.045991571,0.087222246,-0.003668059,0.003052588,,76948.57523,,1627660348575230000
1.62766E+18,0.807721343,0,0.042639422,0.089339342,-0.003787128,0.003128228,,76948.62322,,1627660348623220000
1.62766E+18,0.871039232,0,-0.02887458,0.091461747,-0.003899772,0.003202727,,76948.62325,,1627660348623250000
1.62766E+18,0.996342154,0,0.015303464,0.093566647,-0.00401215,0.003276326,,76948.66725,,1627660348667250000
1.62766E+18,1.147124047,0,-0.080081623,0.095642981,-0.004123899,0.003349453,,76948.66726,,1627660348667260000
1.62766E+18,0.790884958,0,-0.030192196,0.097704169,-0.004235449,0.003421768,,76948.7112,,1627660348711200000
1.62766E+18,0.635350723,0,-0.045615077,0.09973952,-0.004346455,0.003493699,,76948.71121,,1627660348711210000
1.62766E+18,1.331158448,0,0.067058577,0.101762402,-0.004453635,0.003564781,,76948.75929,,1627660348759290000
1.62766E+18,0.945196727,0,-0.087200389,0.103768987,-0.004560399,0.003634949,,76948.75931,,1627660348759310000
1.62766E+18,1.894619638,0,-0.066146268,0.10574728,-0.00466619,0.003704161,,76948.75931,,1627660348759310000
1.62766E+18,0.989470452,0,0.038695297,0.107696811,-0.00477113,0.003772997,,76948.80725,,1627660348807250000
1.62766E+18,1.060719202,0,-0.053973988,0.109634921,-0.004875829,0.003841021,,76948.80726,,1627660348807260000
1.62766E+18,1.872746009,0,-0.176706917,0.111547742,-0.00496973,0.003907179,,76948.81189,,1627660348811890000
1.62766E+18,0.761670808,0,-0.073223328,0.113433329,-0.005062588,0.003972904,,76948.83376,,1627660348833760000
1.62766E+18,1.717188477,0,-0.032084153,0.115306704,-0.005154946,0.004037416,,76948.87921,,1627660348879210000
1.62766E+18,0.518357832,0,0.004441962,0.117143421,-0.005245836,0.004101587,,76948.87923,,1627660348879230000
1.62766E+18,1.392277529,0,-0.068179786,0.118971342,-0.005336348,0.004164458,,76948.92318,,1627660348923180000
1.62766E+18,1.80103434,0,0.021079494,0.120759821,-0.005425722,0.004226985,,76948.92319,,1627660348923190000
1.62766E+18,1.041037815,0,-0.057064993,0.122538192,-0.005514717,0.004288705,,76948.9672,,1627660348967200000
1.62766E+18,1.136843399,0,-0.037310125,0.124292141,-0.005602746,0.004349982,,76948.96721,,1627660348967210000
1.62766E+18,1.143911222,0,-0.151178647,0.126033554,-0.005690185,0.004409881,,76949.01139,,1627660349011390000
1.62766E+18,1.259193996,0,-0.06612671,0.127733529,-0.005775855,0.004469201,,76949.01141,,1627660349011410000
1.62766E+18,0.647237965,0,0.021978226,0.129417937,-0.005853768,0.00452695,,76949.05931,,1627660349059310000
1.62766E+18,1.474671135,0,-0.051581861,0.131076569,-0.005930524,0.004583886,,76949.05933,,1627660349059330000
1.62766E+18,1.277619825,0,0.063171412,0.13271187,-0.006006235,0.00464009,,76949.05936,,1627660349059360000
1.62766E+18,0.945318358,0,-0.042194157,0.134326189,-0.006081001,0.004695415,,76949.10329,,1627660349103290000
1.62766E+18,1.354526373,0,-0.136916643,0.135914849,-0.006154625,0.004750358,,76949.10331,,1627660349103310000
1.62766E+18,0.829172135,0,-0.002632619,0.137493351,-0.006226669,0.004804017,,76949.11219,,1627660349112190000
1.62766E+18,1.075361316,0,-0.112326995,0.139036546,-0.006297117,0.004856907,,76949.13395,,1627660349133950000
1.62766E+18,0.762742814,0,-0.078785036,0.140558414,-0.006366601,0.004909175,,76949.17518,,1627660349175180000
1.62766E+18,1.101860272,0,-0.045607227,0.142062561,-0.006435281,0.004960541,,76949.1752,,1627660349175200000
1.62766E+18,1.219297425,0,-0.105171388,0.143540152,-0.006502759,0.005011084,,76949.21921,,1627660349219210000
1.62766E+18,0.695243004,0,-0.072487419,0.144994216,-0.006551044,0.00505926,,76949.21924,,1627660349219240000
1.62766E+18,0.959071504,0,0.010482196,0.146432682,-0.006598766,0.005106348,,76949.26323,,1627660349263230000
1.62766E+18,0.898299687,0,-0.036545999,0.147838238,-0.006644955,0.005152832,,76949.26325,,1627660349263250000
1.62766E+18,1.765406353,0,-0.216534937,0.149227396,-0.006690441,0.005198558,,76949.30718,,1627660349307180000
1.62766E+18,0.827415829,0,0.009877636,0.150594173,-0.006734941,0.005243583,,76949.30719,,1627660349307190000
1.62766E+18,1.289574485,0,-0.021323362,0.151940689,-0.006757694,0.005285729,,76949.35121,,1627660349351210000
1.62766E+18,1.73361604,0,-0.141117825,0.153263013,-0.006779437,0.005327209,,76949.35122,,1627660349351220000
1.62766E+18,1.597724011,0,-0.039056282,0.154565677,-0.00680024,0.005368201,,76949.39539,,1627660349395390000
1.62766E+18,1.276310968,0,-0.081565041,0.155854256,-0.006821075,0.005407979,,76949.39541,,1627660349395410000
1.62766E+18,0.988974403,0,-0.019435104,0.157103998,-0.006840009,0.005447411,,76949.39547,,1627660349395470000
1.62766E+18,1.447545543,0,-0.112386012,0.158345518,-0.006856161,0.005486285,,76949.43937,,1627660349439370000
1.62766E+18,0.869088151,0,-0.090091933,0.159577083,-0.006872683,0.005523921,,76949.43939,,1627660349439390000
1.62766E+18,1.149570016,0,0.019079602,0.160768352,-0.006887204,0.005561313,,76949.45205,,1627660349452050000
1.62766E+18,1.201930726,0,0.013500563,0.161954725,-0.006902098,0.005597731,,76949.47338,,1627660349473380000
1.62766E+18,1.04467437,0,-0.014232591,0.163109291,-0.006915528,0.005633804,,76949.51919,,1627660349519190000
1.62766E+18,1.260894004,0,-0.066011421,0.164254872,-0.006918282,0.005668083,,76949.5192,,1627660349519200000
1.62766E+18,1.363557681,0,-0.12871113,0.165374991,-0.00692011,0.005701866,,76949.5633,,1627660349563300000
1.62766E+18,1.41745785,0,-0.070415406,0.16648006,-0.006921198,0.005735365,,76949.56331,,1627660349563310000
1.62766E+18,1.550360901,0,-0.040888611,0.167576786,-0.006923093,0.005767718,,76949.61126,,1627660349611260000
1.62766E+18,1.647344475,0,-0.026015039,0.168634775,-0.006923359,0.005799718,,76949.61128,,1627660349611280000
1.62766E+18,0.845454374,0,-0.018999085,0.169683339,-0.006910533,0.005829934,,76949.65519,,1627660349655190000
1.62766E+18,1.262543103,0,-0.107117686,0.170712197,-0.006897408,0.005859595,,76949.6552,,1627660349655200000
1.62766E+18,0.297796756,0,-0.035851333,0.171722495,-0.006883803,0.005888834,,76949.65521,,1627660349655210000
1.62766E+18,1.034354063,0,-0.009486593,0.172718914,-0.006870132,0.005917559,,76949.70321,,1627660349703210000
1.62766E+18,1.363248951,0,0.075174548,0.173697781,-0.006856479,0.005945658,,76949.70322,,1627660349703220000
1.62766E+18,1.171380252,0,-0.065789896,0.174655308,-0.006839832,0.005973168,,76949.71208,,1627660349712080000
1.62766E+18,1.816565994,0,-0.074343998,0.175600496,-0.006822972,0.006000318,,76949.73408,,1627660349734080000
1.62766E+18,1.314367735,0,0.05052296,0.17653339,-0.006806208,0.006026971,,76949.77523,,1627660349775230000
1.62766E+18,2.063140048,0,-0.09061692,0.177449004,-0.006789823,0.006052902,,76949.77525,,1627660349775250000
1.62766E+18,0.799726373,0,-0.042639641,0.178339508,-0.006772852,0.006078432,,76949.8232,,1627660349823200000
1.62766E+18,1.853084909,0,0.005943232,0.179216846,-0.006739808,0.006102282,,76949.82321,,1627660349823210000
1.62766E+18,0.487694047,0,0.022347893,0.180082289,-0.006707158,0.006125679,,76949.87119,,1627660349871190000
1.62766E+18,1.677715957,0,-0.248073243,0.1809306,-0.006674602,0.006148661,,76949.87123,,1627660349871230000
1.62766E+18,0.93518865,0,-0.028881968,0.181763485,-0.006642303,0.006171204,,76949.91539,,1627660349915390000
1.62766E+18,1.649527063,0,-0.141838235,0.182579957,-0.006609709,0.006193491,,76949.91541,,1627660349915410000
1.62766E+18,1.962488283,0,-0.028330058,0.183387057,-0.006539224,0.006212187,,76949.91542,,1627660349915420000
1.62766E+18,1.556399688,0,-0.010515459,0.184174631,-0.006469454,0.006230564,,76949.9632,,1627660349963200000
1.62766E+18,1.432304575,0,-0.003599692,0.18494616,-0.006400193,0.006248689,,76949.96322,,1627660349963220000
1.62766E+18,1.911158533,0,-0.048790004,0.185704563,-0.006331237,0.006266625,,76949.97223,,1627660349972230000
1.62766E+18,1.712802225,0,-0.05152933,0.186452499,-0.006263787,0.006284178,,76949.99195,,1627660349991950000
1.62766E+18,0.88943341,0,-0.055919953,0.187181477,-0.006199508,0.006301784,,76950.03521,,1627660350035210000
1.62766E+18,2.291993211,0,-0.081880411,0.187900999,-0.006135968,0.00631914,,76950.03522,,1627660350035220000
1.62766E+18,1.602716454,0,-0.050921901,0.188608001,-0.006073238,0.006336214,,76950.07925,,1627660350079250000
1.62766E+18,1.685830055,0,-0.169519853,0.189301295,-0.006010931,0.006353072,,76950.07926,,1627660350079260000
1.62766E+18,1.542981296,0,0.00156085,0.189983906,-0.005949644,0.006369626,,76950.12326,,1627660350123260000
1.62766E+18,1.352421233,0,-0.057557256,0.190652002,-0.005890003,0.006385953,,76950.12328,,1627660350123280000
1.62766E+18,1.466997783,0,0.109893535,0.191306684,-0.005830137,0.006402198,,76950.1672,,1627660350167200000
1.62766E+18,1.603526139,0,-0.161732402,0.191956556,-0.0057718,0.00641808,,76950.16723,,1627660350167230000
1.62766E+18,1.166723953,0,-0.005098204,0.192589656,-0.005714469,0.006433619,,76950.2113,,1627660350211300000
1.62766E+18,1.397860457,0,0.049007481,0.193207474,-0.005657473,0.006448962,,76950.21132,,1627660350211320000
1.62766E+18,0.910400883,0,-0.095834128,0.193816017,-0.005559652,0.006461369,,76950.25517,,1627660350255170000
1.62766E+18,1.402718179,0,0.069284641,0.194412633,-0.005462902,0.006473688,,76950.25519,,1627660350255190000
1.62766E+18,1.070055947,0,-0.019331438,0.194999411,-0.005367646,0.006485878,,76950.2552,,1627660350255200000
1.62766E+18,0.917874256,0,-0.036821679,0.195574611,-0.005274276,0.006497888,,76950.29925,,1627660350299250000
1.62766E+18,1.455070506,0,-0.115008262,0.196136104,-0.005181166,0.006509882,,76950.29927,,1627660350299270000
1.62766E+18,2.429552447,0,-0.111769528,0.196692109,-0.00508829,0.006521635,,76950.31197,,1627660350311970000
1.62766E+18,1.868765611,0,0.075953715,0.197236098,-0.004997005,0.006533238,,76950.33438,,1627660350334380000
1.62766E+18,1.015207277,0,-0.085308703,0.197768382,-0.004906801,0.006544743,,76950.37918,,1627660350379180000
1.62766E+18,2.164951192,0,-0.151656111,0.198291701,-0.0048178,0.006556143,,76950.37919,,1627660350379190000
1.62766E+18,1.808403112,0,-0.127453327,0.198805902,-0.004730286,0.006567406,,76950.42319,,1627660350423190000
1.62766E+18,1.584049324,0,0.018516882,0.199309642,-0.004631953,0.006577937,,76950.4232,,1627660350423200000
1.62766E+18,1.21636284,0,-0.001156227,0.199804522,-0.004535162,0.006588379,,76950.47125,,1627660350471250000
1.62766E+18,1.30137715,0,0.054256183,0.200289891,-0.00443827,0.006598881,,76950.47128,,1627660350471280000
1.62766E+18,0.2354222,0,-0.019441437,0.200773128,-0.004345811,0.006609027,,76950.51533,,1627660350515330000
1.62766E+18,1.698119087,0,-0.014118812,0.201234729,-0.004253359,0.006619186,,76950.51534,,1627660350515340000
1.62766E+18,1.161968266,0,-0.108788351,0.201692721,-0.004145971,0.00662854,,76950.51535,,1627660350515350000
1.62766E+18,1.613778747,0,-0.014671573,0.2021435,-0.004040312,0.006637849,,76950.56321,,1627660350563210000
1.62766E+18,1.465625149,0,0.115848313,0.202585717,-0.003935933,0.00664714,,76950.56323,,1627660350563230000
1.62766E+18,1.614086531,0,-0.240907598,0.203021071,-0.003834807,0.006656249,,76950.57192,,1627660350571920000
1.62766E+18,1.13974265,0,-0.029665062,0.203442161,-0.003734069,0.006665391,,76950.59204,,1627660350592040000
1.62766E+18,1.068722648,0,0.095423763,0.203859552,-0.003622397,0.006673964,,76950.6392,,1627660350639200000
1.62766E+18,1.524151986,0,0.019127154,0.204268796,-0.003512236,0.006682536,,76950.63921,,1627660350639210000
1.62766E+18,1.492601912,0,-0.040499282,0.204671298,-0.003403943,0.006691076,,76950.6832,,1627660350683200000
1.62766E+18,1.693955208,0,0.021262308,0.205065983,-0.003298444,0.006699506,,76950.68321,,1627660350683210000
1.62766E+18,1.053163255,0,0.009671866,0.205449667,-0.003193372,0.006707993,,76950.73129,,1627660350731290000
1.62766E+18,2.189014719,0,-0.186751801,0.205830347,-0.003089263,0.006716381,,76950.73135,,1627660350731350000
1.62766E+18,0.978094854,0,0.022053019,0.206202807,-0.002987237,0.0067247,,76950.7752,,1627660350775200000
1.62766E+18,0.993501434,0,0.023543539,0.206566927,-0.002886678,0.00673299,,76950.77522,,1627660350775220000
1.62766E+18,1.330018104,0,-0.108447152,0.206924838,-0.002787602,0.006741248,,76950.77523,,1627660350775230000
1.62766E+18,1.305348232,0,-0.025887612,0.207276644,-0.002690379,0.006749442,,76950.81924,,1627660350819240000
1.62766E+18,1.265799728,0,0.040814523,0.207621132,-0.00258888,0.006757429,,76950.81926,,1627660350819260000
1.62766E+18,1.503207012,0,0.0147576,0.207959429,-0.002488891,0.006765391,,76950.83234,,1627660350832340000
1.62766E+18,1.374440718,0,0.039283883,0.208291956,-0.002390902,0.006773285,,76950.85342,,1627660350853420000
1.62766E+18,1.825177817,0,0.040514309,0.208617205,-0.002294008,0.006781177,,76950.8952,,1627660350895200000
1.62766E+18,1.645779109,0,-0.012797595,0.208938047,-0.002199404,0.006788969,,76950.89523,,1627660350895230000
1.62766E+18,2.131259794,0,-0.190790347,0.209250803,-0.00211352,0.006796859,,76950.9392,,1627660350939200000
1.62766E+18,1.581865639,0,0.132043264,0.209557319,-0.002028587,0.006804723,,76950.93923,,1627660350939230000
1.62766E+18,1.08065661,0,-0.01282212,0.209859756,-0.001944579,0.006812564,,76950.98332,,1627660350983320000
1.62766E+18,1.470960072,0,0.017207457,0.210158313,-0.001863351,0.00682021,,76950.98335,,1627660350983350000
1.62766E+18,1.713307424,0,0.041115508,0.210446644,-0.001783202,0.006827805,,76951.03125,,1627660351031250000
1.62766E+18,1.653466771,0,0.154968249,0.210730435,-0.001682919,0.006834971,,76951.03126,,1627660351031260000
1.62766E+18,1.34687825,0,-0.046480625,0.211009894,-0.001584628,0.006842089,,76951.07522,,1627660351075220000
1.62766E+18,1.186510207,0,-0.018970119,0.211283394,-0.001487913,0.006849183,,76951.07523,,1627660351075230000
1.62766E+18,1.349624662,0,0.014639872,0.211552056,-0.001392995,0.006856233,,76951.07523,,1627660351075230000
1.62766E+18,1.518680349,0,-0.173099351,0.211815329,-0.001299545,0.006863256,,76951.11918,,1627660351119180000
1.62766E+18,1.398014866,0,-0.037317504,0.212074115,-0.001196974,0.006870085,,76951.11919,,1627660351119190000
1.62766E+18,1.576864729,0,-0.015523459,0.212327516,-0.001096116,0.0068769,,76951.13433,,1627660351134330000
1.62766E+18,1.435675305,0,0.000251458,0.212576333,-0.000997049,0.00688369,,76951.15224,,1627660351152240000
1.62766E+18,1.324973936,0,-0.086874002,0.212820401,-0.000899942,0.006890439,,76951.19517,,1627660351195170000
1.62766E+18,1.635662589,0,-0.09875558,0.213059332,-0.000804437,0.006897165,,76951.19518,,1627660351195180000
1.62766E+18,1.74568177,0,-0.017722576,0.213294005,-0.000708723,0.006903837,,76951.23926,,1627660351239260000
1.62766E+18,2.524975527,0,-0.007619165,0.213524068,-0.000614425,0.006910497,,76951.23928,,1627660351239280000
1.62766E+18,1.113958972,0,0.060912435,0.21375044,-0.000522059,0.006917104,,76951.28323,,1627660351283230000
1.62766E+18,0.334274796,0,-0.006535705,0.213971919,-0.000431369,0.006923671,,76951.28325,,1627660351283250000
1.62766E+18,1.693566395,0,0.12686089,0.214189116,-0.000342362,0.006930192,,76951.32727,,1627660351327270000
1.62766E+18,1.163058232,0,0.035341748,0.214402037,-0.000246849,0.006936647,,76951.32729,,1627660351327290000
1.62766E+18,1.844676521,0,-0.10059497,0.214610868,-0.000152663,0.006943099,,76951.37142,,1627660351371420000
1.62766E+18,1.45842933,0,0.021208293,0.214816578,-5.98E-05,0.006949548,,76951.37145,,1627660351371450000
1.62766E+18,1.376318364,0,-0.069302231,0.215019278,2.98E-05,0.006955842,,76951.41931,,1627660351419310000
1.62766E+18,0.75133711,0,-0.017567764,0.215214459,0.000118632,0.006962164,,76951.41932,,1627660351419320000
1.62766E+18,1.651241433,0,0.019507911,0.215407939,0.00021069,0.006968464,,76951.41933,,1627660351419330000
1.62766E+18,1.623198347,0,-0.036463865,0.215597982,0.000301444,0.006974755,,76951.46734,,1627660351467340000
1.62766E+18,0.920482061,0,0.011179197,0.21578517,0.000389825,0.006980957,,76951.46736,,1627660351467360000
1.62766E+18,2.09517186,0,-0.026249081,0.215967293,0.000476465,0.006987111,,76951.47269,,1627660351472690000
